deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-11863,Piping & Layout,Construction & Erection,12603.73,3786.97,3912.78,30.0,56,61
DEL-11864,Civil & Structural,Procurement & Fabrication,5482.94,4304.85,5124.43,78.5,19,17
DEL-11865,Instrumentation & Control,Engineering & Design,777.93,438.19,479.64,56.3,75,82
DEL-11866,Instrumentation & Control,Construction & Erection,3681.93,2682.09,2928.58,72.8,58,71
DEL-11867,Piping & Layout,Engineering & Design,42719.98,37769.41,42420.26,88.4,49,45
DEL-11868,Piping & Layout,Procurement & Fabrication,4086.61,2564.82,2978.67,62.8,105,88
DEL-11869,Piping & Layout,Engineering & Design,11879.55,6230.92,6172.82,52.5,15,20
DEL-11870,Electrical,Engineering & Design,15577.05,10195.28,12185.6,65.5,112,157
DEL-11871,Electrical,Engineering & Design,5855.7,4209.82,3693.4,71.9,57,61
DEL-11872,Piping & Layout,Procurement & Fabrication,2506.25,1295.56,1346.35,51.7,46,54
DEL-11873,Civil & Structural,Engineering & Design,700.47,626.01,729.55,89.4,117,133
DEL-11874,Electrical,Procurement & Fabrication,8495.83,6539.78,7777.45,77.0,77,48
DEL-11875,Electrical,Procurement & Fabrication,2561.11,768.03,851.84,30.0,47,52
DEL-11876,Civil & Structural,Procurement & Fabrication,5658.54,4563.93,4477.18,80.7,109,147
DEL-11877,Mechanical Equipment,Procurement & Fabrication,1808.3,207.8,244.07,11.5,91,75
DEL-11878,Civil & Structural,Construction & Erection,3975.12,1625.52,1527.33,40.9,80,65
DEL-11879,Piping & Layout,Engineering & Design,5049.15,3520.71,4586.46,69.7,44,40
DEL-11880,Mechanical Equipment,Procurement & Fabrication,6092.87,1509.63,1550.84,24.8,24,23
DEL-11881,Mechanical Equipment,Engineering & Design,2014.53,1162.23,940.31,57.7,37,44
DEL-11882,Instrumentation & Control,Engineering & Design,12804.2,9784.0,8422.05,76.4,111,147
DEL-11883,Mechanical Equipment,Construction & Erection,3048.74,2292.86,2399.58,75.2,53,70
DEL-11884,Electrical,Construction & Erection,1287.46,697.6,740.14,54.2,59,70
DEL-11885,Piping & Layout,Construction & Erection,4504.27,3080.63,4114.02,68.4,43,32
DEL-11886,Civil & Structural,Construction & Erection,5051.8,4602.99,4070.08,91.1,44,33
DEL-11887,Piping & Layout,Pre-Commissioning,5588.53,2151.99,2250.81,38.5,48,58
DEL-11888,Piping & Layout,Engineering & Design,14613.57,12083.05,10646.21,82.7,66,49
DEL-11889,Electrical,Engineering & Design,4067.73,2274.72,2197.61,55.9,117,137
DEL-11890,Instrumentation & Control,Engineering & Design,4466.25,3066.64,3963.93,68.7,95,106
DEL-11891,Piping & Layout,Engineering & Design,2033.38,1833.22,1594.07,90.2,36,35
DEL-11892,Civil & Structural,Procurement & Fabrication,9475.29,3186.89,3594.99,33.6,19,10
DEL-11893,Electrical,Construction & Erection,5695.59,2986.96,3282.48,52.4,25,28
DEL-11894,Piping & Layout,Engineering & Design,3512.13,2306.33,2390.23,65.7,100,116
DEL-11895,Mechanical Equipment,Pre-Commissioning,1070.91,280.22,313.26,26.2,46,44
DEL-11896,Electrical,Construction & Erection,15607.86,2302.03,1993.55,14.7,38,32
DEL-11897,Mechanical Equipment,Engineering & Design,1840.62,1486.54,1915.33,80.8,25,28
DEL-11898,Piping & Layout,Engineering & Design,3062.47,1612.09,2142.03,52.6,25,19
DEL-11899,Civil & Structural,Engineering & Design,6546.43,5655.75,5921.94,86.4,31,37
DEL-11900,Electrical,Engineering & Design,1887.02,1304.76,1831.18,69.1,46,58
DEL-11901,Mechanical Equipment,Engineering & Design,1488.01,553.79,542.8,37.2,97,65
DEL-11902,Piping & Layout,Procurement & Fabrication,898.6,356.09,391.72,39.6,41,39
DEL-11903,Electrical,Engineering & Design,8749.9,4058.26,5092.24,46.4,46,48
DEL-11904,Piping & Layout,Procurement & Fabrication,3177.5,1221.02,1185.8,38.4,75,79
DEL-11905,Electrical,Pre-Commissioning,51114.12,30885.08,25720.1,60.4,39,34
DEL-11906,Piping & Layout,Construction & Erection,2218.34,266.39,212.65,12.0,78,62
DEL-11907,Instrumentation & Control,Pre-Commissioning,2351.57,1795.79,2422.74,76.4,78,76
DEL-11908,Civil & Structural,Engineering & Design,3126.55,2842.73,2730.85,90.9,42,50
DEL-11909,Piping & Layout,Procurement & Fabrication,5970.03,4359.03,4411.95,73.0,54,63
DEL-11910,Piping & Layout,Construction & Erection,3373.94,2278.75,1989.54,67.5,105,124
DEL-11911,Piping & Layout,Engineering & Design,8021.38,2166.1,2560.88,27.0,28,37
DEL-11912,Instrumentation & Control,Engineering & Design,2246.5,1306.86,1205.92,58.2,56,48
DEL-11913,Instrumentation & Control,Construction & Erection,1627.38,1066.58,1030.65,65.5,53,52
DEL-11914,Civil & Structural,Construction & Erection,1166.11,708.73,768.92,60.8,16,16
DEL-11915,Civil & Structural,Procurement & Fabrication,829.76,626.49,551.56,75.5,95,46
DEL-11916,Electrical,Procurement & Fabrication,3247.19,2126.2,2154.29,65.5,15,17
DEL-11917,Instrumentation & Control,Procurement & Fabrication,3863.06,3530.02,4413.69,91.4,46,48
DEL-11918,Mechanical Equipment,Engineering & Design,2965.65,2744.55,3030.64,92.5,97,81
DEL-11919,Civil & Structural,Procurement & Fabrication,13289.44,11017.27,11673.7,82.9,78,96
DEL-11920,Civil & Structural,Engineering & Design,13126.97,4929.08,5285.11,37.5,92,112
DEL-11921,Mechanical Equipment,Engineering & Design,3759.94,1415.24,1389.24,37.6,45,51
DEL-11922,Piping & Layout,Pre-Commissioning,1170.12,1045.88,1400.88,89.4,72,52
DEL-11923,Mechanical Equipment,Construction & Erection,3123.27,1983.74,1821.42,63.5,96,83
DEL-11924,Civil & Structural,Construction & Erection,3041.61,774.94,830.45,25.5,92,103
DEL-11925,Electrical,Procurement & Fabrication,2905.3,546.73,578.03,18.8,28,27
DEL-11926,Piping & Layout,Procurement & Fabrication,2812.49,1916.75,2283.46,68.2,102,103
DEL-11927,Mechanical Equipment,Engineering & Design,2913.85,958.46,1155.4,32.9,83,70
DEL-11928,Civil & Structural,Engineering & Design,3607.49,1163.35,1204.3,32.2,30,33
DEL-11929,Mechanical Equipment,Engineering & Design,2955.93,1656.0,1794.45,56.0,83,113
DEL-11930,Piping & Layout,Construction & Erection,5806.06,3556.95,3874.52,61.3,68,76
DEL-11931,Mechanical Equipment,Construction & Erection,6557.04,5556.49,3889.55,84.7,27,34
DEL-11932,Mechanical Equipment,Procurement & Fabrication,2371.99,1882.45,1509.07,79.4,94,116
DEL-11933,Mechanical Equipment,Procurement & Fabrication,13586.78,8690.06,8248.96,64.0,93,92
DEL-11934,Mechanical Equipment,Pre-Commissioning,2243.85,1070.51,1023.15,47.7,45,46
DEL-11935,Mechanical Equipment,Engineering & Design,1347.17,1168.23,1004.8,86.7,83,112
DEL-11936,Electrical,Engineering & Design,6664.98,5612.23,6467.74,84.2,35,42
DEL-11937,Piping & Layout,Procurement & Fabrication,2555.68,2467.89,2567.39,96.6,44,55
DEL-11938,Electrical,Construction & Erection,6355.23,4689.0,4725.55,73.8,37,40
DEL-11939,Civil & Structural,Pre-Commissioning,718.43,327.18,278.62,45.5,52,51
DEL-11940,Piping & Layout,Engineering & Design,14972.41,4818.4,4978.94,32.2,43,43
DEL-11941,Piping & Layout,Construction & Erection,8415.54,5559.61,3891.72,66.1,91,122
DEL-11942,Piping & Layout,Construction & Erection,1479.74,1104.24,1121.42,74.6,46,49
DEL-11943,Electrical,Engineering & Design,1505.65,169.83,178.23,11.3,76,100
DEL-11944,Electrical,Procurement & Fabrication,18728.71,10031.23,10796.48,53.6,105,141
DEL-11945,Electrical,Procurement & Fabrication,2724.65,359.8,289.78,13.2,112,139
DEL-11946,Civil & Structural,Pre-Commissioning,2521.61,1321.58,1419.01,52.4,59,72
DEL-11947,Civil & Structural,Engineering & Design,802.04,659.53,582.88,82.2,63,88
DEL-11948,Piping & Layout,Construction & Erection,3712.19,2640.77,2424.56,71.1,47,42
DEL-11949,Piping & Layout,Procurement & Fabrication,4096.24,333.62,382.89,8.1,18,18
DEL-11950,Civil & Structural,Construction & Erection,8711.46,6159.62,8266.93,70.7,32,26
DEL-11951,Piping & Layout,Procurement & Fabrication,1604.77,494.85,518.46,30.8,84,64
DEL-11952,Piping & Layout,Construction & Erection,1456.47,399.82,366.81,27.5,78,82
DEL-11953,Mechanical Equipment,Construction & Erection,7049.91,5796.78,6192.71,82.2,42,47
DEL-11954,Electrical,Construction & Erection,10997.07,4828.66,5701.94,43.9,72,84
DEL-11955,Instrumentation & Control,Construction & Erection,1398.39,299.27,339.12,21.4,105,97
DEL-11956,Instrumentation & Control,Engineering & Design,11675.07,5924.82,8599.68,50.7,104,102
DEL-11957,Mechanical Equipment,Construction & Erection,5064.62,3002.61,2800.54,59.3,70,86
DEL-11958,Civil & Structural,Engineering & Design,11771.59,2383.13,2568.62,20.2,34,26
DEL-11959,Mechanical Equipment,Procurement & Fabrication,4646.29,2380.32,3028.58,51.2,91,97
DEL-11960,Electrical,Procurement & Fabrication,653.39,424.74,536.41,65.0,106,140
DEL-11961,Piping & Layout,Procurement & Fabrication,4352.15,3426.53,2561.29,78.7,48,48
DEL-11962,Civil & Structural,Procurement & Fabrication,11477.17,10715.1,11138.3,93.4,101,99
DEL-11963,Electrical,Pre-Commissioning,2404.27,1228.97,1551.79,51.1,24,31
DEL-11964,Civil & Structural,Engineering & Design,3603.38,2311.66,3406.46,64.2,108,84
DEL-11965,Mechanical Equipment,Construction & Erection,4268.82,1792.43,2053.35,42.0,36,32
DEL-11966,Mechanical Equipment,Procurement & Fabrication,483.18,321.19,316.32,66.5,19,17
DEL-11967,Piping & Layout,Engineering & Design,18714.95,15659.45,13915.29,83.7,58,70
DEL-11968,Civil & Structural,Engineering & Design,2389.64,2017.05,2769.02,84.4,23,17
DEL-11969,Piping & Layout,Pre-Commissioning,7365.69,6053.61,6957.48,82.2,57,74
DEL-11970,Piping & Layout,Construction & Erection,4585.43,4024.82,3673.82,87.8,18,19
DEL-11971,Piping & Layout,Pre-Commissioning,13441.41,7212.16,7280.87,53.7,56,71
DEL-11972,Electrical,Pre-Commissioning,6801.14,1958.66,2128.14,28.8,79,103
DEL-11973,Piping & Layout,Engineering & Design,4072.7,2017.93,2263.25,49.5,112,101
DEL-11974,Civil & Structural,Procurement & Fabrication,2404.72,1510.8,1367.36,62.8,55,59
DEL-11975,Piping & Layout,Construction & Erection,9304.75,6076.15,5759.41,65.3,78,79
DEL-11976,Instrumentation & Control,Procurement & Fabrication,1098.0,411.06,325.59,37.4,69,72
DEL-11977,Piping & Layout,Procurement & Fabrication,8239.64,4894.12,5853.19,59.4,104,98
DEL-11978,Civil & Structural,Procurement & Fabrication,2040.12,1002.47,991.2,49.1,32,41
DEL-11979,Instrumentation & Control,Construction & Erection,13384.16,10727.02,11906.44,80.1,30,31
DEL-11980,Electrical,Construction & Erection,5591.71,3575.06,4480.76,63.9,101,100
DEL-11981,Piping & Layout,Engineering & Design,8228.01,359.77,386.03,4.4,60,77
DEL-11982,Electrical,Procurement & Fabrication,5247.94,2945.54,3013.45,56.1,50,61
DEL-11983,Civil & Structural,Construction & Erection,1209.66,583.44,623.75,48.2,104,116
DEL-11984,Civil & Structural,Construction & Erection,2468.63,2379.27,2496.99,96.4,80,79
DEL-11985,Piping & Layout,Engineering & Design,8416.18,6548.5,8034.52,77.8,58,78
DEL-11986,Piping & Layout,Construction & Erection,5615.72,3229.54,3509.3,57.5,19,16
DEL-11987,Electrical,Engineering & Design,12642.15,11257.87,10788.86,89.1,43,55
DEL-11988,Civil & Structural,Procurement & Fabrication,6786.02,2489.56,2980.45,36.7,18,21
DEL-11989,Civil & Structural,Construction & Erection,2267.97,1002.77,1227.96,44.2,113,91
DEL-11990,Electrical,Construction & Erection,2599.69,1658.71,1392.07,63.8,100,107
DEL-11991,Electrical,Engineering & Design,5336.55,4946.82,6282.06,92.7,63,50
DEL-11992,Piping & Layout,Construction & Erection,771.83,192.03,210.21,24.9,86,85
DEL-11993,Mechanical Equipment,Construction & Erection,18746.33,14464.0,15657.14,77.2,99,110
DEL-11994,Piping & Layout,Construction & Erection,6998.12,4826.38,5748.18,69.0,22,19
DEL-11995,Electrical,Construction & Erection,13116.52,4668.49,4458.19,35.6,66,39
DEL-11996,Mechanical Equipment,Construction & Erection,1387.86,1303.91,1542.69,94.0,83,86
DEL-11997,Instrumentation & Control,Procurement & Fabrication,13301.77,9506.56,9349.54,71.5,35,39
DEL-11998,Piping & Layout,Engineering & Design,29295.79,18986.34,15545.2,64.8,41,40
DEL-11999,Piping & Layout,Engineering & Design,1708.37,1189.62,1059.16,69.6,52,55
DEL-12000,Piping & Layout,Procurement & Fabrication,9109.94,7094.49,7981.68,77.9,19,19
DEL-12001,Piping & Layout,Construction & Erection,4919.13,1655.77,1487.18,33.7,99,85
DEL-12002,Piping & Layout,Procurement & Fabrication,1428.6,927.46,1188.55,64.9,75,109
DEL-12003,Instrumentation & Control,Engineering & Design,7290.35,6492.37,7910.26,89.1,22,25
DEL-12004,Piping & Layout,Engineering & Design,9574.73,3724.99,4619.05,38.9,100,97
DEL-12005,Piping & Layout,Procurement & Fabrication,3038.44,2251.23,2383.42,74.1,32,29
DEL-12006,Electrical,Engineering & Design,12490.62,5698.07,6146.38,45.6,18,18
DEL-12007,Civil & Structural,Construction & Erection,1295.42,790.88,680.9,61.1,18,18
DEL-12008,Electrical,Engineering & Design,1486.52,465.86,554.08,31.3,51,54
DEL-12009,Piping & Layout,Construction & Erection,5482.29,2397.91,2630.44,43.7,29,37
DEL-12010,Civil & Structural,Pre-Commissioning,5015.6,2518.37,2833.4,50.2,52,47
DEL-12011,Piping & Layout,Engineering & Design,2770.38,1658.44,2144.77,59.9,41,45
DEL-12012,Piping & Layout,Procurement & Fabrication,9392.58,3559.34,3378.19,37.9,99,121
DEL-12013,Instrumentation & Control,Engineering & Design,7515.44,4868.33,4970.95,64.8,62,57
DEL-12014,Piping & Layout,Construction & Erection,9764.53,3375.17,3675.56,34.6,60,55
DEL-12015,Civil & Structural,Construction & Erection,4453.7,2964.71,2667.3,66.6,60,45
DEL-12016,Civil & Structural,Procurement & Fabrication,7959.04,5968.78,6039.57,75.0,62,87
DEL-12017,Piping & Layout,Procurement & Fabrication,3440.87,1275.36,1420.68,37.1,73,85
DEL-12018,Instrumentation & Control,Construction & Erection,25413.99,21291.33,21103.69,83.8,18,17
DEL-12019,Piping & Layout,Engineering & Design,2565.64,1334.84,1650.33,52.0,89,83
DEL-12020,Mechanical Equipment,Engineering & Design,26482.46,14638.14,11906.1,55.3,33,28
DEL-12021,Instrumentation & Control,Construction & Erection,5053.87,4184.8,5056.98,82.8,71,77
DEL-12022,Mechanical Equipment,Construction & Erection,1635.32,1248.14,1421.86,76.3,33,33
DEL-12023,Instrumentation & Control,Construction & Erection,14683.26,9750.72,9308.77,66.4,105,92
DEL-12024,Piping & Layout,Construction & Erection,5435.58,1004.44,905.34,18.5,118,107
DEL-12025,Civil & Structural,Construction & Erection,9709.88,6745.76,4910.63,69.5,56,67
DEL-12026,Piping & Layout,Procurement & Fabrication,13083.21,1886.32,1736.78,14.4,106,104
DEL-12027,Electrical,Construction & Erection,6440.52,1824.32,2183.85,28.3,19,15
DEL-12028,Instrumentation & Control,Pre-Commissioning,3060.11,728.88,751.9,23.8,62,67
DEL-12029,Piping & Layout,Construction & Erection,10727.55,8075.72,9807.54,75.3,39,36
DEL-12030,Mechanical Equipment,Engineering & Design,4917.74,2375.41,2249.56,48.3,81,96
DEL-12031,Piping & Layout,Engineering & Design,8507.35,6520.5,7472.93,76.6,40,54
DEL-12032,Mechanical Equipment,Engineering & Design,877.45,264.29,246.42,30.1,88,59
DEL-12033,Civil & Structural,Engineering & Design,7027.49,3676.35,3290.93,52.3,102,94
DEL-12034,Instrumentation & Control,Procurement & Fabrication,2948.73,971.88,995.13,33.0,76,83
DEL-12035,Mechanical Equipment,Construction & Erection,18446.83,15011.55,14114.69,81.4,107,112
DEL-12036,Piping & Layout,Construction & Erection,8090.69,3089.29,2497.93,38.2,21,28
DEL-12037,Piping & Layout,Procurement & Fabrication,5954.4,2459.32,2490.44,41.3,58,61
DEL-12038,Piping & Layout,Construction & Erection,7252.11,5737.39,6058.48,79.1,101,111
DEL-12039,Piping & Layout,Engineering & Design,2211.1,1422.33,1749.83,64.3,41,47
DEL-12040,Piping & Layout,Engineering & Design,18008.61,10906.69,12875.57,60.6,56,52
DEL-12041,Instrumentation & Control,Engineering & Design,24175.53,9345.22,11429.12,38.7,87,101
DEL-12042,Mechanical Equipment,Procurement & Fabrication,6730.0,4750.99,5454.4,70.6,70,80
DEL-12043,Civil & Structural,Engineering & Design,17541.47,8310.31,9057.34,47.4,17,18
DEL-12044,Piping & Layout,Engineering & Design,3117.17,2096.19,1793.62,67.2,27,18
DEL-12045,Instrumentation & Control,Procurement & Fabrication,2597.51,2061.64,2190.46,79.4,84,76
DEL-12046,Electrical,Construction & Erection,5078.34,3819.53,4314.23,75.2,73,80
DEL-12047,Piping & Layout,Engineering & Design,6960.13,6428.4,8090.89,92.4,52,54
DEL-12048,Electrical,Construction & Erection,3586.06,2651.81,3030.87,73.9,99,120
DEL-12049,Civil & Structural,Construction & Erection,7556.89,4487.07,5501.41,59.4,97,118
DEL-12050,Piping & Layout,Construction & Erection,6279.91,5728.71,5071.06,91.2,103,116
DEL-12051,Civil & Structural,Pre-Commissioning,2211.34,332.37,329.39,15.0,117,142
DEL-12052,Civil & Structural,Engineering & Design,7443.04,4410.75,4871.24,59.3,82,95
DEL-12053,Piping & Layout,Engineering & Design,9806.71,6348.01,7707.39,64.7,100,95
DEL-12054,Instrumentation & Control,Construction & Erection,5637.38,4222.87,4299.8,74.9,83,88
DEL-12055,Electrical,Procurement & Fabrication,12358.74,725.93,745.99,5.9,15,13
DEL-12056,Mechanical Equipment,Construction & Erection,1855.81,812.13,928.32,43.8,64,87
DEL-12057,Civil & Structural,Construction & Erection,7146.37,4751.77,4139.36,66.5,95,77
DEL-12058,Civil & Structural,Construction & Erection,1927.11,1375.21,1761.8,71.4,87,56
DEL-12059,Mechanical Equipment,Pre-Commissioning,2015.73,1665.35,1512.35,82.6,23,34
DEL-12060,Civil & Structural,Pre-Commissioning,2966.85,1631.73,1227.4,55.0,67,70
DEL-12061,Piping & Layout,Construction & Erection,2313.12,2047.42,2132.41,88.5,102,126
DEL-12062,Civil & Structural,Engineering & Design,3170.37,1700.78,2202.12,53.6,24,29
DEL-12063,Electrical,Construction & Erection,4140.95,3371.05,3802.44,81.4,98,124
DEL-12064,Civil & Structural,Engineering & Design,9601.97,3690.62,4254.04,38.4,95,112
DEL-12065,Piping & Layout,Engineering & Design,3801.2,3582.26,3747.79,94.2,91,107
DEL-12066,Electrical,Construction & Erection,1382.29,819.56,833.61,59.3,43,25
DEL-12067,Piping & Layout,Engineering & Design,12234.98,10598.72,8566.56,86.6,50,43
DEL-12068,Piping & Layout,Engineering & Design,2515.75,1548.34,1085.53,61.5,101,54
DEL-12069,Piping & Layout,Engineering & Design,4689.23,4240.03,4534.46,90.4,41,37
DEL-12070,Piping & Layout,Construction & Erection,7024.99,2371.93,2933.8,33.8,32,31
DEL-12071,Electrical,Procurement & Fabrication,5765.74,4481.36,4891.94,77.7,32,33
DEL-12072,Civil & Structural,Construction & Erection,11793.97,11090.18,12571.17,94.0,23,20
DEL-12073,Piping & Layout,Engineering & Design,7209.84,4665.99,5961.08,64.7,81,80
DEL-12074,Instrumentation & Control,Construction & Erection,2467.48,1766.84,1924.65,71.6,21,20
DEL-12075,Instrumentation & Control,Construction & Erection,28081.04,14665.92,14982.73,52.2,72,81
DEL-12076,Instrumentation & Control,Procurement & Fabrication,5741.45,905.83,830.85,15.8,93,113
DEL-12077,Piping & Layout,Procurement & Fabrication,4368.29,725.57,974.68,16.6,44,49
DEL-12078,Civil & Structural,Engineering & Design,10626.86,8741.49,9781.58,82.3,87,103
DEL-12079,Instrumentation & Control,Pre-Commissioning,6000.28,3292.37,2958.06,54.9,75,82
DEL-12080,Electrical,Construction & Erection,6764.09,2530.9,2187.52,37.4,119,154
DEL-12081,Piping & Layout,Pre-Commissioning,36089.14,30419.75,37354.23,84.3,105,150
DEL-12082,Piping & Layout,Procurement & Fabrication,3943.81,3442.0,3044.05,87.3,114,65
DEL-12083,Civil & Structural,Construction & Erection,3811.55,3688.75,4862.06,96.8,96,124
DEL-12084,Instrumentation & Control,Construction & Erection,5395.19,4943.62,3460.54,91.6,109,87
DEL-12085,Civil & Structural,Construction & Erection,11582.06,9657.53,12104.65,83.4,31,34
DEL-12086,Civil & Structural,Pre-Commissioning,1472.58,81.87,91.13,5.6,67,75
DEL-12087,Piping & Layout,Procurement & Fabrication,1020.0,733.2,775.57,71.9,20,24
DEL-12088,Mechanical Equipment,Engineering & Design,3072.69,270.92,274.62,8.8,53,56
DEL-12089,Electrical,Construction & Erection,1329.9,888.71,1176.3,66.8,39,41
DEL-12090,Civil & Structural,Construction & Erection,3498.66,2929.98,3357.93,83.7,56,63
DEL-12091,Electrical,Construction & Erection,7346.65,5306.89,4800.19,72.2,56,55
DEL-12092,Instrumentation & Control,Engineering & Design,2410.05,1927.77,1507.83,80.0,73,50
DEL-12093,Piping & Layout,Procurement & Fabrication,1569.54,497.8,530.95,31.7,116,123
DEL-12094,Civil & Structural,Procurement & Fabrication,5195.09,943.35,980.93,18.2,52,47
DEL-12095,Piping & Layout,Procurement & Fabrication,9798.99,1189.38,965.8,12.1,45,40
DEL-12096,Electrical,Construction & Erection,1266.51,542.02,559.19,42.8,43,38
DEL-12097,Mechanical Equipment,Construction & Erection,9472.86,3017.16,2878.1,31.9,118,79
DEL-12098,Mechanical Equipment,Engineering & Design,9450.71,6587.65,6860.33,69.7,23,23
DEL-12099,Electrical,Procurement & Fabrication,10543.53,7386.08,8485.79,70.1,15,16
DEL-12100,Civil & Structural,Engineering & Design,13027.06,4171.1,5271.82,32.0,94,114
DEL-12101,Instrumentation & Control,Engineering & Design,28612.85,8910.45,10481.66,31.1,116,109
DEL-12102,Civil & Structural,Construction & Erection,3696.44,2628.6,2449.29,71.1,101,139
DEL-12103,Piping & Layout,Pre-Commissioning,5365.03,1288.46,1411.3,24.0,86,101
DEL-12104,Mechanical Equipment,Procurement & Fabrication,3522.23,2900.33,3043.79,82.3,61,51
DEL-12105,Electrical,Construction & Erection,4922.55,1449.13,1217.53,29.4,90,87
DEL-12106,Piping & Layout,Construction & Erection,16752.43,13135.24,14445.29,78.4,24,35
DEL-12107,Instrumentation & Control,Construction & Erection,1675.7,1303.52,1718.7,77.8,30,36
DEL-12108,Instrumentation & Control,Engineering & Design,2467.99,1110.89,1160.73,45.0,61,58
DEL-12109,Piping & Layout,Pre-Commissioning,14790.56,9298.8,7447.15,62.9,57,71
DEL-12110,Instrumentation & Control,Procurement & Fabrication,11114.76,9439.34,9859.77,84.9,38,31
DEL-12111,Piping & Layout,Procurement & Fabrication,3675.68,2649.59,2273.19,72.1,117,111
DEL-12112,Piping & Layout,Engineering & Design,9735.38,5231.26,6118.17,53.7,22,13
DEL-12113,Piping & Layout,Procurement & Fabrication,6457.34,4697.32,5255.04,72.7,89,105
DEL-12114,Instrumentation & Control,Engineering & Design,16321.19,3585.28,3636.78,22.0,119,98
DEL-12115,Mechanical Equipment,Engineering & Design,5216.63,3306.05,3274.07,63.4,40,42
DEL-12116,Piping & Layout,Procurement & Fabrication,11164.63,5737.65,5784.5,51.4,21,16
DEL-12117,Civil & Structural,Construction & Erection,40684.79,8829.05,9193.17,21.7,93,102
DEL-12118,Mechanical Equipment,Construction & Erection,7930.56,6853.81,6334.05,86.4,29,30
DEL-12119,Piping & Layout,Procurement & Fabrication,5112.6,3678.69,3060.07,72.0,62,47
DEL-12120,Instrumentation & Control,Construction & Erection,8760.06,4273.08,5173.86,48.8,17,16
DEL-12121,Electrical,Construction & Erection,3669.37,2667.24,2619.73,72.7,30,33
DEL-12122,Civil & Structural,Construction & Erection,33202.29,27305.2,29081.58,82.2,93,107
DEL-12123,Instrumentation & Control,Engineering & Design,5676.31,611.05,661.64,10.8,103,142
DEL-12124,Civil & Structural,Construction & Erection,3950.72,2087.4,2271.72,52.8,111,145
DEL-12125,Instrumentation & Control,Pre-Commissioning,2518.58,2340.58,2022.09,92.9,28,26
DEL-12126,Mechanical Equipment,Construction & Erection,11822.69,9946.97,7844.42,84.1,102,94
DEL-12127,Mechanical Equipment,Procurement & Fabrication,9835.46,3059.21,2911.43,31.1,89,69
DEL-12128,Piping & Layout,Procurement & Fabrication,3301.45,1554.45,1708.9,47.1,17,15
DEL-12129,Instrumentation & Control,Construction & Erection,7794.4,5732.24,5335.61,73.5,87,107
DEL-12130,Civil & Structural,Procurement & Fabrication,1470.2,1146.24,1131.06,78.0,84,62
DEL-12131,Piping & Layout,Engineering & Design,5698.6,5452.81,7410.88,95.7,45,46
DEL-12132,Piping & Layout,Procurement & Fabrication,7060.03,2766.38,2111.27,39.2,94,94
DEL-12133,Mechanical Equipment,Construction & Erection,19261.51,14142.76,13106.73,73.4,89,81
DEL-12134,Civil & Structural,Construction & Erection,2652.73,1973.69,2614.13,74.4,31,25
DEL-12135,Electrical,Engineering & Design,1767.49,752.24,777.3,42.6,63,43
DEL-12136,Instrumentation & Control,Pre-Commissioning,2401.04,2039.63,1905.22,84.9,17,14
DEL-12137,Piping & Layout,Procurement & Fabrication,1687.06,914.93,1111.92,54.2,97,101
DEL-12138,Electrical,Construction & Erection,14318.76,10998.62,11529.68,76.8,102,120
DEL-12139,Piping & Layout,Construction & Erection,16965.06,15145.06,14959.59,89.3,69,95
DEL-12140,Instrumentation & Control,Construction & Erection,6349.77,4298.34,4594.3,67.7,86,97
DEL-12141,Electrical,Pre-Commissioning,13056.43,10225.56,9625.15,78.3,114,134
DEL-12142,Civil & Structural,Procurement & Fabrication,5470.73,453.95,402.82,8.3,54,75
DEL-12143,Electrical,Construction & Erection,4554.68,1498.12,1532.51,32.9,80,90
DEL-12144,Piping & Layout,Engineering & Design,3765.25,2563.61,2277.39,68.1,101,127
DEL-12145,Civil & Structural,Construction & Erection,3834.09,2079.27,2165.78,54.2,54,53
DEL-12146,Electrical,Construction & Erection,1424.76,1133.34,1238.92,79.5,44,53
DEL-12147,Civil & Structural,Construction & Erection,6071.76,2426.9,2834.52,40.0,39,43
DEL-12148,Civil & Structural,Engineering & Design,4758.71,1254.03,1516.36,26.4,21,21
DEL-12149,Civil & Structural,Construction & Erection,8922.12,1176.3,1151.76,13.2,106,145
DEL-12150,Electrical,Engineering & Design,5296.59,4765.57,5313.19,90.0,119,98
DEL-12151,Piping & Layout,Engineering & Design,4314.93,3635.92,4049.98,84.3,64,57
DEL-12152,Piping & Layout,Construction & Erection,2448.05,673.49,733.55,27.5,95,123
DEL-12153,Electrical,Procurement & Fabrication,5206.81,3184.88,3083.22,61.2,110,138
DEL-12154,Electrical,Construction & Erection,8871.42,5267.7,4666.07,59.4,15,16
DEL-12155,Piping & Layout,Procurement & Fabrication,1969.09,676.21,754.18,34.3,105,118
DEL-12156,Piping & Layout,Engineering & Design,5271.02,1851.41,1451.45,35.1,58,67
DEL-12157,Piping & Layout,Construction & Erection,5922.03,2717.01,2716.53,45.9,114,129
DEL-12158,Piping & Layout,Procurement & Fabrication,2767.08,2366.98,1656.89,85.5,63,70
DEL-12159,Civil & Structural,Engineering & Design,3070.87,2721.57,2284.86,88.6,21,19
DEL-12160,Electrical,Construction & Erection,5910.52,5342.72,4853.49,90.4,17,22
DEL-12161,Mechanical Equipment,Procurement & Fabrication,1984.78,1161.74,1399.32,58.5,108,110
